id,distance
1,7.02187564335021
2,982.883696695284
3,827.109187790247
4,802.808028474145
5,343.5397206773
6,329.442137365052
7,693.814076997869
8,779.730113232249
9,201.421167122477
10,26.9540307365337
11,777.256847757094
12,605.378098038168
13,468.483996279611
14,1014.53295411435
15,423.071161768319
16,1052.41842218696
17,360.90803614974
18,1427.69475445101
19,928.696812034799
20,1362.08439550648
21,115.60607354856
22,588.958879514286
23,488.897417989328
24,461.809622903277
25,889.908753780046
26,986.969898373435
27,1474.05443511291
28,101.292102242993
29,576.613622174147
30,105.53353881907
31,572.107591612452
32,1217.77997598205
33,740.110694736757
34,354.931283180078
35,652.687378428674
36,23.1253946692312
37,743.924286356848
38,353.756324429438
39,449.562817910382
40,429.667077027278
41,175.275072601634
42,433.772512054954
43,508.247608517487
44,1431.42581571457
45,203.466691245946
46,241.269504794215
47,334.474480439659
48,598.936901983511
49,335.415576540803
50,251.244057746551
51,355.576368335723
52,630.848161886425
53,481.635523550389
54,486.428335348019
55,849.477733184648
56,122.476965756071
57,264.001702723158
58,638.114234805792
59,94.9980065694185
60,275.537309069574
61,18.7658810902883
62,385.825675357812
63,272.440362235948
64,306.528184532643
65,161.012109244744
66,183.708571454055
67,1138.60211102027
68,851.641957816497
69,361.756690114154
70,165.909496690901
71,6.71544285418161
72,0.617470753989232
73,733.587411217837
74,1382.68638158549
75,1201.1687274045
76,278.806602457326
77,928.942303351486
78,135.905762522057
79,876.37289421637
80,1418.61562922302
81,521.489015997457
82,237.325563725476
83,825.401885510065
84,223.534569495574
85,18.6624970826133
86,183.784971007664
87,303.925101952863
88,295.699940503716
89,98.1490127028109
90,144.126891004044
91,284.991152201059
92,1278.93943845025
93,642.835521584895
94,497.693524816468
95,79.5348825739609
96,559.178777983544
97,259.010032714302
98,1012.07103058741
99,558.442986979085
100,435.407768122078
101,1411.0138947839
102,1203.00883092139
103,46.0068105451914
104,444.112115375032
105,207.9978746904
106,437.175908447487
107,294.434070718843
108,683.599464091446
109,453.001707641788
110,99.9368705555198
111,349.168076940462
112,176.397946751426
113,1373.73016429352
114,25.2385211523442
115,213.429888486151
116,64.280439997788
117,384.811411601042
118,685.21783399902
119,36.0274392552513
120,273.57294751638
121,451.155793187191
122,866.430556613098
123,1190.21803139836
124,318.584826879572
125,744.440050510227
126,230.078689878676
127,378.102995728052
128,255.123598320296
129,77.467375165766
130,1081.13832312595
131,1072.78212731564
132,502.205339916958
133,1418.68470598944
134,571.452181883939
135,447.773761538272
136,1038.59665181744
137,173.770776430176
138,128.038585274792
139,113.095542559828
140,1417.31053259109
141,806.346345194768
142,42.160145936003
143,101.47660219123
144,177.489971561507
145,467.914112583596
146,830.383891311349
147,1100.32037790347
148,312.79055993978
149,389.885094383785
150,731.235338707802
151,1375.77784148964
152,1085.80989283765
153,433.652249534861
154,163.760334618808
155,288.231698311993
156,1228.33616250386
157,68.4025623604532
158,298.402283956126
159,1469.49119780352
160,1297.02581049598
161,1228.00458024734
162,680.044694899383
163,233.782055202076
164,1281.30472705634
165,177.384779390477
166,901.441836263201
167,124.18270313019
168,175.969368649734
169,1245.67243254453
170,356.666286371209
171,330.292569750325
172,521.282282318894
173,128.1903725108
174,271.332298393839
175,920.692688158252
176,160.293931218431
177,243.235583177295
178,208.484965432481
179,1310.08306722227
180,822.741137025374
181,471.183934343161
182,179.064980622542
183,731.157603437098
184,849.598378085832
185,705.39828731255
186,452.17313461108
187,44.9625574447781
188,31.2295108135356
189,1352.2887328888
190,318.396332167983
191,816.4628245462
192,141.572556088735
193,499.532669074094
194,674.99769027785
195,524.055736741234
196,1280.29254842166
197,350.15677877457
198,530.374974065601
199,217.857316879425
200,545.681562528518
201,526.943858832811
202,372.268857640473
203,40.7151243918114
204,308.784700586141
205,67.4013476059341
206,995.975984346935
207,26.2816689422573
208,258.223047492391
209,143.061847748167
210,158.510276852638
211,149.446308993739
212,1230.13011316039
213,655.051184105042
214,861.536229902552
215,914.289746025818
216,689.375673073654
217,1333.2452974836
218,557.455212402342
219,838.07861997226
220,724.686288011558
221,665.450064124255
222,565.280925973113
223,818.119600214864
224,1457.89325300598
225,494.72790872889
226,901.303579766103
227,112.547995354575
228,197.304193158242
229,233.340679049829
230,341.838960356446
231,757.877078201311
232,504.506144782287
233,419.605521772503
234,158.539467820083
235,140.211761608511
236,637.57417916357
237,1162.33457448787
238,118.573843514267
239,1039.74833318328
240,1379.75179485661
241,637.522607208173
242,910.699037393364
243,897.953230626652
244,1.19882703245951
245,1483.28353504183
246,827.867836225046
247,6.92467316858724
248,1365.29866361336
249,15.4664229190838
250,46.8672810199007
251,725.47466636055
252,2.84891182560223
253,188.92685700392
254,568.151259156937
255,81.5327268012588
256,926.403283551699
257,78.2075758226089
258,191.285151642075
259,1293.78172390152
260,226.350441453613
261,155.29236292932
262,385.479304964314
263,686.199695166124
264,129.398988863607
265,905.595261196414
266,63.4015276228572
267,157.424140966878
268,1397.0628766352
269,161.709938120173
270,62.0558069827828
271,696.489097978495
272,335.880356108636
273,481.532424631692
274,261.588686430508
275,386.409377088852
276,264.857026360366
277,1366.87245788313
278,902.642349425523
279,251.329739414592
280,687.21732301432
281,1182.82827849055
282,212.243117689262
283,1268.02973527551
284,1398.14292339955
285,1309.89628183999
286,675.530237090978
287,976.135203665544
288,1500.07430286061
289,497.892821074171
290,569.711613174919
291,1036.57300667099
292,1343.60073929383
293,53.845213402664
294,703.405591762963
295,526.601257434937
296,361.554297865951
297,327.735390839772
298,93.3007111553961
299,136.747724012706
300,773.436439223026
301,255.435844528547
302,844.399924687
303,514.669004663347
304,384.788550993908
305,229.288099675623
306,1196.43077681776
307,515.970579699146
308,570.032806331574
309,1338.60968912341
310,533.7732289933
311,128.838396565627
312,208.640219054688
313,1243.36420175921
314,500.645983867819
315,708.572293811361
316,983.67900016629
317,420.866579713484
318,696.77082900856
319,1293.83607317719
320,1404.58973129414
321,190.831406188337
322,1479.2883387941
323,1151.77295739241
324,31.3719609202351
325,333.006897445923
326,1103.57315569825
327,152.200245227314
328,439.279301515244
329,108.18336444049
330,1284.57311351383
331,1371.77741663497
332,858.59071692947
333,177.215514455894
334,598.434077403321
335,843.758190311949
336,142.661883415053
337,373.526940491688
338,1169.2438883052
339,399.912337695187
340,572.359502939692
341,1419.86981147342
342,41.1232198121554
343,673.016061133654
344,544.316051357944
345,408.248043252695
346,958.412978954731
347,741.096769123841
348,930.498616291922
349,333.264851360508
350,21.1613299171123
351,442.884889869319
352,1191.34763147939
353,401.403544139664
354,876.579551134892
355,472.094665119396
356,91.3785228640858
357,433.587963502319
358,748.828145213014
359,610.53996357682
360,638.143066194747
361,50.1461649999378
362,105.60666709835
363,466.850002476926
364,1064.57320467577
365,442.01155485271
366,132.324619272792
367,380.364714726453
368,856.370606135607
369,27.4825330581315
370,1393.98917606186
371,333.491252073079
372,1148.34647085167
373,442.803001502039
374,520.294760032942
375,174.826246570413
376,1347.46498937852
377,310.835191354279
378,83.1635817430105
379,640.448019766677
380,383.156653487244
381,135.024939862089
382,11.3057613405381
383,356.899957569391
384,941.940212023595
385,1131.71796850794
386,150.540178603449
387,1366.58330691198
388,837.096556294161
389,568.303969124489
390,1142.39778464502
391,405.060455793244
392,278.308388522094
393,709.514948327768
394,361.388390635493
395,1143.85359279124
396,71.1213390647931
397,563.746881135283
398,625.985622852752
399,299.112096290512
400,176.38185160806
401,374.416724417741
402,716.994161522254
403,253.727562354626
404,844.969553960762
405,361.165833714043
406,11.683210391773
407,761.253445168563
408,273.932037417952
409,439.861189756815
410,1352.96153409978
411,377.710161208216
412,159.494863172563
413,200.615632964218
414,1181.00855581543
415,983.66128348744
416,651.403300751829
417,246.993864276484
418,5.58292358185232
419,481.041114994024
420,967.515104313246
421,161.376499549486
422,148.469902517646
423,270.973029704425
424,192.57479872744
425,430.058328978247
426,1219.24626955028
427,947.220699092447
428,102.547255527079
429,318.696821972532
430,772.699079017593
431,326.084418932747
432,1197.40021147144
433,1357.05434693916
434,795.867389278329
435,487.914460736227
436,81.8758795489195
437,133.878661734227
438,879.623547904526
439,538.979749304245
440,338.969391779238
441,234.291678688872
442,428.208488268369
443,151.935486087079
444,166.353460378399
445,211.381351829677
