"id";"coord_x";"coord_y"
"0";"1915370.62206";"4222836.77466"
"1";"1913250.43825";"4222531.23078"
"2";"1913086.97639";"4223524.47264"
"3";"1914186.69358";"4224275.03519"
"4";"1912974.90507";"4225210.23654"
"5";"1912600.38488";"4222098.28634"
"6";"1914849.60369";"4222164.65587"
"7";"1914402.66154";"4224091.5696"
"8";"1915052.46363";"4224643.4215"
"9";"1915322.21202";"4224679.86992"
"10";"1913048.17207";"4222114.92025"
"11";"1914626.25357";"4223904.35615"
"12";"1914914.58837";"4222701.06516"
"13";"1913274.04542";"4223605.47749"
"14";"1912687.84783";"4222887.3017"
"15";"1913312.03126";"4223589.21565"
"16";"1914993.59602";"4222812.80185"
"17";"1914017.06512";"4222361.24244"
"18";"1914384.7433";"4223660.16538"
"19";"1913628.88408";"4222635.30207"
"20";"1915539.35065";"4224585.11806"
"21";"1912829.62422";"4221453.71994"
"22";"1914904.75864";"4222666.73486"
"23";"1914819.93501";"4223842.41029"
"24";"1914295.40588";"4224064.6757"
"25";"1914295.04301";"4223282.55862"
"26";"1913808.29708";"4223133.55819"
"27";"1915031.61099";"4224841.00529"
"28";"1913321.32979";"4224510.27221"
"29";"1915342.68686";"4225711.09528"
"30";"1915907.11317";"4223808.48643"
"31";"1914093.66138";"4221349.60795"
"32";"1913003.85397";"4223022.43954"
"33";"1912626.47353";"4222020.08869"
"34";"1914710.84731";"4221660.58151"
"35";"1915106.16058";"4224950.69453"
"36";"1913007.51028";"4223049.93795"
"37";"1912627.67009";"4221726.27807"
"38";"1914856.88466";"4220763.37147"
"39";"1912694.54355";"4222887.24134"
"40";"1915194.05845";"4222789.87763"
"41";"1915132.8017";"4222079.91638"
"42";"1912778.82162";"4222138.4399"
"43";"1913695.10799";"4223039.97885"
"44";"1915239.52184";"4222561.63723"
"45";"1912496.43863";"4224218.05889"
"46";"1912598.09266";"4223042.00051"
"47";"1915932.80942";"4223819.64076"
"48";"1912607.49865";"4221691.37045"
